"Response.No","Tab.No","Survey.Date","Survey Start Date","Survey End Date","AC Name","Mandal Name","Village Name","no_data_flag"
17681,283,2015-06-01,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
18453,283,2015-05-22,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
19223,283,2015-06-02,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
19523,283,2015-06-12,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19523,283,2015-06-12,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
19531,283,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19531,283,2015-06-10,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
19814,283,2015-06-01,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
19862,283,2015-07-04,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
20067,283,2015-05-31,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
20410,283,2015-06-07,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
20410,283,2015-06-07,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
20496,283,2015-06-22,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
20693,283,2015-06-07,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
20693,283,2015-06-07,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
20815,283,2015-06-02,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
21399,283,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
21399,283,2015-06-17,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
22798,283,2015-06-15,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
22798,283,2015-06-15,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
22844,283,2015-07-07,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
22876,283,2015-06-14,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
22876,283,2015-06-14,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
23115,283,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23115,283,2015-06-16,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
24383,283,2015-06-07,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
24383,283,2015-06-07,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
24513,283,2015-05-24,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
24745,283,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
24745,283,2015-06-10,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
25076,283,2015-07-01,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
26205,283,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
27657,283,2015-05-26,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
28405,283,2015-05-24,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
28645,283,2015-06-01,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
29404,283,2015-06-07,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
29404,283,2015-06-07,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
743,284,2015-05-24,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
2081,284,2015-06-05,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
2081,284,2015-06-05,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
3358,284,2015-06-06,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
3358,284,2015-06-06,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
4365,284,2015-05-28,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
6208,284,2015-05-23,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
6271,284,2015-06-11,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
6271,284,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
7254,284,2015-05-23,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
8401,284,2015-06-05,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
8401,284,2015-06-05,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
9057,284,2015-05-24,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
9324,284,2015-05-27,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
11190,284,2015-05-26,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
11689,284,2015-06-05,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
11689,284,2015-06-05,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
12877,284,2015-05-24,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
14813,284,2015-05-28,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
15779,284,2015-06-07,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
15779,284,2015-06-07,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
16212,284,2015-05-29,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
16985,284,2015-06-02,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
17481,284,2015-05-29,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
18438,284,2015-06-07,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
18438,284,2015-06-07,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19258,284,2015-05-27,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
20261,284,2015-05-28,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
20769,284,2015-05-24,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
20867,284,2015-06-01,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
20950,284,2015-06-05,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
20950,284,2015-06-05,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
21608,284,2015-06-10,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
21608,284,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
21655,284,2015-06-11,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
21655,284,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
21881,284,2015-06-06,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
21881,284,2015-06-06,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23771,284,2015-05-25,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
26374,284,2015-06-03,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
28110,284,2015-05-27,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
28945,284,2015-06-08,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
28945,284,2015-06-08,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
29671,284,2015-05-26,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
29782,284,2015-05-29,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
622,285,2015-05-27,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
1304,285,2015-05-29,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
1616,285,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
2071,285,2015-05-26,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
2242,285,2015-06-16,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
2242,285,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
2623,285,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
3633,285,2015-05-26,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
3795,285,2015-07-02,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
4155,285,2015-06-04,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
4155,285,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
6451,285,2015-06-04,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
6451,285,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
7181,285,2015-07-02,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
7396,285,2015-06-13,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
7396,285,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
7689,285,2015-06-11,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
7689,285,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
7720,285,2015-07-02,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
8258,285,2015-07-04,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
8967,285,2015-06-25,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
9015,285,2015-05-26,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
9120,285,2015-05-25,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
9230,285,2015-05-27,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
9889,285,2015-06-04,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
9889,285,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
10102,285,2015-06-13,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
10102,285,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
10305,285,2015-06-13,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
10305,285,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
11129,285,2015-05-25,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
12926,285,2015-06-03,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
14543,285,2015-06-03,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
16881,285,2015-06-12,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
16881,285,2015-06-12,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
17147,285,2015-06-24,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
17778,285,2015-06-16,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
17778,285,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
17867,285,2015-05-27,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
17976,285,2015-07-03,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
17994,285,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19141,285,2015-06-11,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
19141,285,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19216,285,2015-05-28,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
19783,285,2015-07-03,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
19784,285,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19850,285,2015-05-23,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
20106,285,2015-06-13,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
20106,285,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
20443,285,2015-06-04,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
20443,285,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
20481,285,2015-05-27,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
21473,285,2015-06-04,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
21473,285,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
21873,285,2015-06-24,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23406,285,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23440,285,2015-06-01,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
23507,285,2015-05-23,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
23906,285,2015-07-04,"2015-06-30","2015-07-13","Tiruvuru","Vissannapeta","Vissannapeta",0
24144,285,2015-06-13,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
24144,285,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
24352,285,2015-05-23,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
26693,285,2015-05-27,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
26922,285,2015-06-13,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
26922,285,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
27101,285,2015-06-28,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
27314,285,2015-05-24,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
27869,285,2015-05-26,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
28129,285,2015-06-02,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
28231,285,2015-06-11,"2015-06-01","2015-06-16","Mylavaram","Reddygudem","Muchanapalli",0
28231,285,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
28439,285,2015-05-25,"2015-05-21","2015-05-29","Mylavaram","Reddygudem","Rudra varam",0
276,286,2015-05-25,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
492,286,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
554,286,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
554,286,2015-06-11,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
2218,286,2015-06-03,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
3145,286,2015-06-02,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
3965,286,2015-06-30,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
6870,286,2015-06-03,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
7195,286,2015-06-15,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
7195,286,2015-06-15,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
7759,286,2015-07-04,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
8215,286,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
8215,286,2015-06-13,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
8619,286,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
8619,286,2015-06-17,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
9334,286,2015-05-31,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
9462,286,2015-05-22,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
9705,286,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
9705,286,2015-06-16,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
9750,286,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
9750,286,2015-06-11,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
10492,286,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
10492,286,2015-06-13,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
10654,286,2015-05-26,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
11652,286,2015-05-21,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
12311,286,2015-06-08,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
12311,286,2015-06-08,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
13295,286,2015-06-13,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
13295,286,2015-06-13,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
14675,286,2015-05-26,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
14915,286,2015-07-01,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
14966,286,2015-07-01,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
15012,286,2015-07-02,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
15351,286,2015-06-02,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
15496,286,2015-06-29,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
16055,286,2015-06-15,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
16055,286,2015-06-15,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
16748,286,2015-06-22,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
17566,286,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
18165,286,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
18165,286,2015-06-16,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
19109,286,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19200,286,2015-06-05,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19200,286,2015-06-05,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
19309,286,2015-06-30,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
19449,286,2015-06-05,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
19449,286,2015-06-05,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
20246,286,2015-06-27,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
20365,286,2015-06-24,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
20603,286,2015-06-03,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
21595,286,2015-06-03,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
22033,286,2015-06-27,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
22233,286,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
23084,286,2015-07-02,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
23673,286,2015-06-22,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
24336,286,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
24336,286,2015-06-04,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
24496,286,2015-07-01,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
25219,286,2015-05-26,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
25840,286,2015-06-03,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
25853,286,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
25853,286,2015-06-11,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
25928,286,2015-06-22,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
25956,286,2015-05-25,"2015-05-21","2015-05-28","Mylavaram","Reddygudem","Narukullapadu",0
26993,286,2015-06-15,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
26993,286,2015-06-15,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
27008,286,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
27008,286,2015-06-11,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
27310,286,2015-06-08,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
27310,286,2015-06-08,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
27356,286,2015-06-11,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
27356,286,2015-06-11,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
27815,286,2015-06-24,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
27891,286,2015-05-31,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
28548,286,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
28548,286,2015-06-10,"2015-05-31","2015-06-17","Mylavaram","Reddygudem","Rangapuram",0
29332,286,2015-06-29,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
29686,286,2015-06-22,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
253,287,2015-06-16,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
253,287,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
418,287,2015-07-18,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
1111,287,2015-06-06,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
1111,287,2015-06-06,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
1140,287,2015-05-22,"2015-05-21","2015-05-25","Mylavaram","Reddygudem","Patha naguluru",0
1246,287,2015-06-16,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
1246,287,2015-06-16,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
1490,287,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
1511,287,2015-05-29,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
1654,287,2015-07-07,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
1751,287,2015-07-03,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
2429,287,2015-06-17,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
2429,287,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
2602,287,2015-07-14,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
2621,287,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
2857,287,2015-06-04,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
2857,287,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
2898,287,2015-06-25,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
3335,287,2015-06-03,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
3774,287,2015-07-15,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
4196,287,2015-06-04,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
4196,287,2015-06-04,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
4396,287,2015-06-23,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
4805,287,2015-05-31,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
5408,287,2015-06-27,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
5592,287,2015-05-31,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
5610,287,2015-06-25,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
6209,287,2015-06-06,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
6209,287,2015-06-06,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
6291,287,2015-06-03,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
6510,287,2015-06-17,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
6510,287,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
7165,287,2015-05-30,"2015-05-27","2015-06-06","Mylavaram","Reddygudem","K-Naguluru",0
7184,287,2015-07-17,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
7569,287,2015-06-10,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
7569,287,2015-06-10,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
7578,287,2015-07-16,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
8652,287,2015-06-19,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
8898,287,2015-07-04,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
9348,287,2015-07-07,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
9439,287,2015-06-17,"2015-06-07","2015-06-18","Mylavaram","Reddygudem","kudapa",0
9439,287,2015-06-17,"2015-06-04","2015-06-25","Mylavaram","Reddygudem","Reddygudem",0
10119,287,2015-07-24,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
10278,287,2015-06-30,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
10392,287,2015-06-26,"Not mapped","Not mapped","Not mapped","Not mapped","Not mapped",1
10485,287,2015-07-15,"2015-07-14","2015-07-25","Mylavaram","Ibrahimpatnam","Kondapalli",0
